playerID,ballots,votes,inducted
wilsoji01,153.0,6.0,N
jacksre01,423.0,396.0,Y
carewro01,443.0,401.0,Y
hubbeca01,161.0,140.0,Y
coopewi01,234.0,2.0,N
archeji01,262.0,7.0,N
ripkeca01,545.0,537.0,Y
smithle02,549.0,166.0,N
killeha01,403.0,335.0,Y
perezto01,499.0,385.0,Y
cuellmi01,374.0,0.0,N
reeseri01,432.0,0.0,N
tiantlu01,499.0,86.0,N
shantbo01,360.0,5.0,N
hodgegi01,365.0,198.0,N
robinwi01,201.0,5.0,N
gossari01,543.0,466.0,Y
waltebu01,160.0,5.0,N
wheatza01,252.0,33.0,N
crawfsa01,226.0,1.0,N
medwijo01,160.0,34.0,N
smithoz01,472.0,433.0,Y
applilu01,201.0,189.0,Y
reynoal01,365.0,101.0,N
smithle02,545.0,217.0,N
linzyfr01,385.0,0.0,N
cartega01,496.0,387.0,Y
maranra01,252.0,209.0,Y
smoltjo01,549.0,455.0,Y
friscfr01,161.0,136.0,Y
dunnja01,202.0,1.0,N
bushdo01,233.0,2.0,N
cuyleki01,153.0,4.0,N
garvene01,292.0,1.0,N
ottme01,226.0,197.0,Y
groatdi01,379.0,3.0,N
gehrich01,187.0,159.0,Y
grimebu01,234.0,9.0,N
martied01,539.0,195.0,N
theveto01,168.0,2.0,N
garvest01,499.0,160.0,N
winfida01,515.0,435.0,Y
chambch01,456.0,0.0,N
glavito02,571.0,525.0,Y
cronijo01,193.0,152.0,Y
meusebo01,251.0,2.0,N
traynpi01,274.0,10.0,N
youngcy01,201.0,153.0,Y
longhe01,262.0,1.0,N
jonessa01,193.0,1.0,N
peckiro01,153.0,1.0,N
bradlbi01,233.0,1.0,N
burnsge01,168.0,2.0,N
edmonji01,440.0,11.0,N
simsdu01,385.0,0.0,N
bondsba01,440.0,195.0,N
meusebo01,153.0,3.0,N
berrayo01,396.0,339.0,Y
mccovwi01,425.0,346.0,Y
newcodo01,432.0,52.0,N
pinsova01,444.0,36.0,N
kellejo01,233.0,1.0,N
parkeda01,496.0,51.0,N
rommeed01,266.0,7.0,N
snidedu01,360.0,89.0,N
medwijo01,306.0,248.0,N
pennohe01,121.0,94.0,Y
mattido01,506.0,65.0,N
roberro01,388.0,337.0,Y
jenkife01,443.0,334.0,Y
matthga01,423.0,0.0,N
jacksmi02,539.0,0.0,N
terrybi01,252.0,195.0,Y
rudoldi01,201.0,1.0,N
wambsbi01,193.0,1.0,N
biggicr01,569.0,388.0,N
leonadu02,380.0,6.0,N
cobbty01,226.0,222.0,Y
simmoal01,226.0,4.0,N
lindsfr01,269.0,6.0,N
vanceda01,153.0,33.0,N
hermabi01,121.0,1.0,N
breweji01,415.0,2.0,N
maranra01,226.0,110.0,N
collied01,274.0,213.0,Y
wilsoji01,168.0,4.0,N
cramedo01,266.0,2.0,N
kluszte01,396.0,10.0,N
bottoji01,168.0,8.0,N
kellech01,283.0,11.0,N
wilheho01,401.0,238.0,N
cissebi01,201.0,1.0,N
eckerde01,506.0,421.0,Y
maricju01,374.0,313.0,Y
greenha01,193.0,164.0,Y
jonesto02,571.0,0.0,N
puckeki01,515.0,423.0,Y
fiskca01,499.0,397.0,Y
gwynnto01,545.0,532.0,Y
boggswa01,516.0,474.0,Y
smithle02,506.0,185.0,N
marioma01,340.0,112.0,N
chancfr01,233.0,136.0,N
bancrda01,193.0,15.0,N
bakerfr01,233.0,39.0,N
wagneho01,226.0,215.0,Y
camparo01,340.0,270.0,Y
clarkjo01,78.0,5.0,N
friscfr01,274.0,26.0,N
alexape01,262.0,212.0,Y
hornsro01,233.0,182.0,Y
hartnga01,153.0,35.0,N
maddugr01,571.0,555.0,Y
molitpa01,506.0,431.0,Y
robinfr02,415.0,370.0,Y
hernawi01,460.0,2.0,N
burdele01,385.0,66.0,N
grohhe01,252.0,1.0,N
gustifr01,266.0,3.0,N
aparilu01,403.0,341.0,Y
pinsova01,427.0,67.0,N
fellebo01,160.0,150.0,Y
covelst01,262.0,1.0,N
mcdougi01,302.0,5.0,N
robinbr01,374.0,344.0,Y
harribu01,153.0,11.0,N
hamptmi01,440.0,0.0,N
falkecy01,201.0,1.0,N
marisro01,374.0,69.0,N
burgesm01,380.0,1.0,N
marquru01,252.0,15.0,N
jenseja01,340.0,1.0,N
kressre01,266.0,1.0,N
conceda01,516.0,55.0,N
fostege01,430.0,24.0,N
yountro01,497.0,385.0,Y
stargwi01,427.0,352.0,Y
willibi01,425.0,315.0,N
woodjo02,168.0,1.0,N
fonsele01,269.0,3.0,N
lewisdu01,226.0,2.0,N
suttebr01,520.0,400.0,Y
nehfar01,234.0,3.0,N
benchjo01,447.0,431.0,Y
cramedo01,193.0,4.0,N
